2011 super output area - lower layer,mnemonic,All categories: Accommodation type,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In commercial building",Unshared dwelling: Caravan or other mobile or temporary structure
Bromley 035C,E01000683,705,149,98,348,100,10,0,0
Bromley 035D,E01000684,757,373,246,100,35,2,1,0
Bromley 035E,E01000794,611,193,398,17,3,0,0,0
Bromley 036A,E01000749,639,354,165,84,25,3,8,0
Bromley 036B,E01000750,665,109,108,293,151,2,2,0
Bromley 036C,E01000751,807,209,303,104,161,17,4,0
Bromley 036D,E01000752,778,200,264,170,121,7,15,1
Bromley 037A,E01000680,646,396,129,106,4,5,5,1
Bromley 037B,E01000685,618,80,393,90,34,4,17,0
Bromley 037C,E01000686,648,279,135,112,116,2,3,1
Bromley 037D,E01000687,656,249,211,155,10,1,30,0
Bromley 037E,E01000688,504,281,189,27,5,1,1,0
Bromley 039A,E01000654,486,108,117,227,32,1,1,0
Bromley 039B,E01000655,494,72,161,224,32,0,5,0
Bromley 039C,E01000656,517,308,134,60,12,2,1,0
Bromley 039D,E01000657,674,185,136,152,194,1,6,0
Bromley 039E,E01000659,520,201,138,164,10,2,5,0
Bromley 040A,E01000816,592,45,244,288,10,5,0,0
Bromley 040B,E01000818,568,71,327,138,30,2,0,0
Bromley 040C,E01000819,740,26,179,223,265,28,19,0
Bromley 040D,E01032562,623,43,130,376,57,16,1,0
Bromley 040E,E01032563,568,226,170,89,61,22,0,0
Bromley 041A,E01000707,536,13,116,390,5,3,9,0
Bromley 041B,E01000708,650,24,183,248,158,20,17,0
Bromley 041C,E01000771,620,43,308,222,8,9,30,0
Bromley 041D,E01000774,581,9,136,345,34,17,40,0
Bromley 041E,E01032568,647,21,185,326,61,36,10,0
Bromley 042A,E01000658,550,254,242,49,2,2,0,1
Bromley 042B,E01000747,773,359,154,100,54,8,6,92
Bromley 042C,E01000748,670,465,109,64,7,10,2,13
Bromley 042D,E01032570,669,318,147,21,163,0,20,0
Croydon 001A,E01001137,875,77,73,126,426,155,11,0
Croydon 001B,E01001138,774,39,83,119,350,182,1,0
Croydon 001C,E01001156,721,47,101,126,334,107,2,0
Croydon 001D,E01001162,767,59,133,133,279,132,1,1
Croydon 001E,E01001164,962,38,74,115,289,347,83,0
Croydon 002A,E01001084,665,172,288,95,73,33,4,0
Croydon 002B,E01001157,615,38,313,143,82,33,6,0
Croydon 002C,E01001159,741,263,130,56,262,23,5,0
Croydon 002D,E01001160,627,52,411,105,22,25,12,0
Croydon 002E,E01001163,798,58,245,181,195,115,4,0
Croydon 003A,E01001083,536,32,318,174,6,5,1,0
Croydon 003B,E01001086,603,22,128,403,17,31,2,0
Croydon 003C,E01001087,848,60,183,144,258,139,54,0
Croydon 003D,E01001161,566,43,321,116,50,30,6,0
Croydon 004A,E01001085,612,34,133,261,110,41,33,0
Croydon 004B,E01001088,592,30,218,333,5,4,2,0
Croydon 004C,E01001089,715,31,149,371,87,40,31,0
Croydon 004D,E01001090,922,31,162,274,342,89,11,0
Croydon 004E,E01001091,562,120,199,138,59,20,26,0
Croydon 005A,E01001147,620,38,154,183,163,74,7,1
Croydon 005B,E01001148,673,23,117,295,118,119,0,0
Croydon 005C,E01001151,671,50,204,134,183,68,15,0
Croydon 005D,E01001152,674,26,131,165,158,156,28,0
Croydon 005E,E01001158,700,20,99,193,326,51,10,1
Croydon 006A,E01001146,607,30,139,340,56,41,1,0
Croydon 006B,E01001149,619,29,118,212,113,146,1,0
Croydon 006C,E01001150,620,24,81,351,84,80,0,0
Croydon 006D,E01001153,591,19,108,340,45,73,2,0
Croydon 006E,E01001154,735,26,164,301,117,66,54,0
Croydon 007A,E01001136,927,29,89,77,405,239,57,0
Croydon 007B,E01001139,694,23,132,273,159,88,6,0
Croydon 007C,E01001140,773,25,123,45,496,79,1,1
Croydon 007D,E01001142,620,22,219,156,138,81,4,0
Croydon 007E,E01001144,797,13,82,175,228,257,1,0
Croydon 008A,E01001141,568,18,54,86,321,65,2,0
Croydon 008B,E01001143,848,30,83,330,319,79,7,0
Croydon 008C,E01001145,848,16,45,100,481,149,51,0
Croydon 008D,E01001191,823,26,106,179,243,210,55,0
Croydon 008E,E01001192,727,29,120,215,275,85,1,0
Croydon 009A,E01000994,536,23,106,304,52,47,1,0
Croydon 009B,E01000995,597,29,69,262,193,18,26,0
Croydon 009C,E01000996,443,22,47,348,6,18,2,0
Croydon 009D,E01000997,471,23,59,318,36,23,5,1
Croydon 009E,E01000999,436,30,56,318,11,21,0,0
Croydon 009F,E01001002,498,25,70,309,49,36,3,0
Croydon 010A,E01000998,629,18,114,114,109,258,5,0
Croydon 010B,E01001000,454,21,68,199,81,67,18,0
Croydon 010C,E01001003,608,26,71,257,171,66,5,0
Croydon 010D,E01001111,610,18,134,328,61,55,12,0
Croydon 010E,E01001155,761,16,73,190,374,81,21,2
Croydon 011A,E01001174,523,28,76,378,15,26,0,0
Croydon 011B,E01001175,527,33,108,261,83,38,4,0
Croydon 011C,E01001176,628,38,193,192,119,69,13,0
Croydon 011D,E01001182,462,29,119,193,39,51,29,0
Croydon 011E,E01001183,550,32,57,219,191,13,29,0
Croydon 011F,E01001184,456,22,81,321,10,22,0,0
Croydon 013A,E01001001,493,10,69,150,171,90,3,0
Croydon 013B,E01001109,845,38,158,266,264,92,8,0
Croydon 013C,E01001112,763,26,98,154,352,132,1,0
Croydon 013D,E01001113,795,34,170,97,168,316,5,0
Croydon 013E,E01001114,585,20,98,133,225,99,10,0
Croydon 013F,E01001116,528,38,112,265,72,38,3,0
Croydon 014A,E01000992,723,19,349,152,176,21,6,0
Croydon 014B,E01001185,717,31,130,272,150,110,20,0
Croydon 014C,E01001186,841,33,89,216,333,133,28,0
Croydon 014D,E01001188,728,30,133,348,122,90,5,0
Croydon 014E,E01001193,583,36,128,368,38,11,2,0
Croydon 015A,E01001004,787,32,106,341,274,19,1,0
Croydon 015B,E01001115,657,36,106,268,187,56,3,1
Croydon 015C,E01001117,1113,34,141,110,663,115,18,1
Croydon 015D,E01001178,505,15,89,96,164,107,15,0
Croydon 015E,E01001181,759,21,94,120,466,43,7,1
Croydon 016A,E01001006,616,24,70,300,208,10,4,0
Croydon 016B,E01001007,605,42,101,438,8,7,9,0
Croydon 016C,E01001177,551,36,116,306,83,6,4,0
Croydon 016D,E01001179,538,37,102,376,11,10,2,0
Croydon 016E,E01001180,609,39,129,316,56,67,2,0
Croydon 017A,E01000980,566,9,155,296,68,38,0,0
Croydon 017B,E01000981,647,27,73,481,41,16,9,0
Croydon 017C,E01000982,684,20,97,393,100,66,6,0
Croydon 017D,E01000983,665,25,81,473,45,25,16,0
Croydon 017E,E01001187,809,21,201,301,265,21,0,0
Croydon 018A,E01000989,628,76,386,148,16,2,0,0
Croydon 018B,E01000991,662,281,317,55,6,3,0,0
Croydon 018C,E01001131,685,49,125,353,152,0,3,0
Croydon 018D,E01001132,607,192,333,16,62,4,0,0
Croydon 018E,E01001134,697,170,176,226,80,28,17,0
Croydon 019A,E01001005,536,36,140,280,36,28,16,0
Croydon 019B,E01001008,538,26,219,217,45,25,6,0
Croydon 019C,E01001009,609,42,101,294,132,36,1,0
Croydon 019D,E01001010,539,21,226,185,70,27,1,9
Croydon 019E,E01001011,755,29,107,191,345,49,27,1
Croydon 020A,E01001012,746,32,81,134,181,276,4,0
Croydon 020B,E01001013,899,51,125,102,514,72,31,0
Croydon 020C,E01001048,949,17,38,40,682,153,14,2
Croydon 020D,E01001110,771,36,77,111,330,182,8,0
Croydon 020E,E01001118,795,39,140,243,260,86,25,0
Croydon 021A,E01000985,515,26,140,336,9,2,2,0
Croydon 021B,E01000986,677,97,239,123,106,103,9,0
Croydon 021C,E01000987,513,7,42,429,11,10,14,0
Croydon 021D,E01000993,616,20,158,327,54,16,41,0
Croydon 022A,E01000975,710,45,150,176,177,155,2,0
Croydon 022B,E01000976,824,20,140,284,170,130,66,1
Croydon 022C,E01000977,918,32,76,48,511,223,2,1
Croydon 022D,E01000978,927,28,53,84,424,307,4,0
Croydon 022E,E01000979,790,20,84,304,259,98,24,0
Croydon 022F,E01000984,822,37,131,188,309,133,1,0
Croydon 023A,E01001044,871,173,79,235,351,31,2,0
Croydon 023B,E01001046,850,43,50,197,559,1,0,0
Croydon 023C,E01001049,505,394,22,37,31,21,0,0
Croydon 023D,E01001050,802,18,26,123,624,8,0,1
Croydon 024A,E01001014,1186,27,118,259,722,28,23,0
Croydon 024B,E01001042,836,16,120,249,357,59,29,0
Croydon 024C,E01001165,676,36,169,292,70,82,8,0
Croydon 024D,E01001166,835,26,124,214,309,122,24,0
Croydon 024E,E01001168,740,26,186,262,198,59,4,0
Croydon 025A,E01001127,574,51,464,15,39,1,4,0
Croydon 025B,E01001128,566,14,160,154,235,2,1,0
Croydon 025C,E01001130,598,15,26,64,490,3,0,0
Croydon 025D,E01001135,631,147,384,35,44,3,18,0
Croydon 026A,E01001062,571,197,300,31,18,15,10,0
Croydon 026B,E01001063,587,99,311,99,39,13,26,0
Croydon 026C,E01001064,613,270,235,81,19,3,5,0
Croydon 026D,E01001129,502,39,450,10,3,0,0,0
Croydon 026E,E01001133,726,183,250,74,210,6,3,0
Croydon 027A,E01001035,834,48,55,42,440,231,0,0
Croydon 027B,E01001043,1202,30,67,166,712,115,106,0
Croydon 027C,E01001045,953,22,55,49,561,196,18,0
Croydon 027D,E01001047,869,34,107,67,349,283,7,0
Croydon 027E,E01001170,989,26,72,46,673,149,15,0
Croydon 028A,E01001167,829,20,275,299,201,17,17,0
Croydon 028B,E01001169,651,22,355,122,138,14,0,0
Croydon 028C,E01001171,681,89,101,69,407,15,0,0
Croydon 028D,E01001172,616,30,286,205,85,10,0,0
Croydon 028E,E01001173,1089,145,202,184,501,48,3,0
Croydon 029A,E01001036,628,364,25,12,106,108,6,0
Croydon 029B,E01001037,624,21,88,272,166,53,23,1
Croydon 029C,E01001038,941,57,60,44,455,261,3,0
Croydon 029D,E01001039,583,249,166,58,53,57,0,0
Croydon 029E,E01001040,763,33,151,332,170,62,13,0
Croydon 030A,E01001051,581,18,56,255,241,5,4,0
Croydon 030B,E01001052,470,25,58,303,84,0,0,0
Croydon 030C,E01001054,594,18,164,303,105,4,0,0
Croydon 030D,E01001056,593,14,111,171,294,1,0,2
Croydon 030E,E01001057,637,7,41,103,485,0,1,0
Croydon 031A,E01001033,694,79,182,142,113,151,24,1
Croydon 031B,E01001034,660,59,171,108,102,179,17,0
Croydon 031C,E01001041,752,31,130,102,144,276,25,1
Croydon 031D,E01001095,584,23,117,178,167,79,18,0
Croydon 031E,E01001100,619,40,286,85,147,58,0,0
Croydon 032A,E01001053,527,11,340,137,39,0,0,0
Croydon 032B,E01001055,585,21,266,202,91,1,4,0
Croydon 032C,E01001077,523,10,421,73,17,0,2,0
Croydon 032D,E01001078,513,17,255,123,112,5,0,1
Croydon 032E,E01001082,560,13,340,101,102,2,0,2
Croydon 033A,E01001120,480,49,188,233,9,1,0,0
Croydon 033B,E01001122,507,158,301,16,21,3,6,0
Croydon 033C,E01001123,598,163,412,16,3,0,4,0
Croydon 033D,E01001124,609,185,326,97,0,0,1,0
Croydon 033E,E01001125,602,39,444,40,19,8,52,0
Croydon 034A,E01001058,521,44,55,412,10,0,0,0
Croydon 034B,E01001059,692,14,35,301,337,5,0,0
Croydon 034C,E01001060,657,32,58,406,157,3,1,0
Croydon 034D,E01001061,642,8,307,54,271,1,1,0
Croydon 034E,E01001065,672,46,220,69,323,2,12,0
Croydon 034F,E01001066,493,11,159,140,178,4,1,0
Croydon 034G,E01001119,576,61,471,31,12,1,0,0
Croydon 034H,E01001126,598,71,331,69,112,14,1,0
Croydon 035A,E01001032,520,388,83,8,20,14,7,0
Croydon 035B,E01001101,509,196,302,5,6,0,0,0
Croydon 035C,E01001102,605,269,163,11,124,11,27,0
Croydon 035D,E01001107,662,380,82,5,183,10,2,0
Croydon 035E,E01001108,628,358,246,10,8,4,2,0
Croydon 036A,E01001076,581,11,272,139,103,14,42,0
Croydon 036B,E01001079,639,17,271,174,152,15,3,7
Croydon 036C,E01001080,687,22,138,155,365,5,2,0
Croydon 036D,E01001081,506,14,323,102,57,7,3,0
Croydon 037A,E01001073,618,130,176,68,213,30,1,0
Croydon 037B,E01001092,588,259,134,10,119,64,2,0
Croydon 037C,E01001093,694,163,142,167,208,12,2,0
Croydon 037D,E01001096,530,300,183,9,34,3,1,0
Croydon 037E,E01001097,1059,69,108,122,603,60,97,0
Croydon 037F,E01001098,515,346,143,3,9,13,1,0
Croydon 038A,E01001028,528,422,86,9,7,4,0,0
Croydon 038B,E01001029,541,306,76,11,99,39,10,0
Croydon 038C,E01001030,462,289,155,7,2,8,0,1
Croydon 038D,E01001031,491,312,123,38,10,8,0,0
Croydon 038E,E01001094,521,335,126,17,19,22,2,0
Croydon 039A,E01001103,651,271,287,54,32,2,5,0
Croydon 039B,E01001105,632,21,444,128,35,3,1,0
Croydon 039C,E01001106,540,96,366,37,19,2,20,0
Croydon 039D,E01001121,501,366,107,20,7,1,0,0
Croydon 040A,E01001069,500,182,222,38,40,17,1,0
Croydon 040B,E01001070,659,162,327,26,133,9,2,0
Croydon 040C,E01001075,646,70,214,158,157,22,20,0
Croydon 040D,E01001099,586,73,118,253,119,22,1,0
Croydon 041A,E01001015,515,162,135,187,29,1,1,0
Croydon 041B,E01001016,665,262,223,145,26,3,5,1
Croydon 041C,E01001023,575,48,166,101,164,31,63,0
Croydon 041D,E01001067,578,382,179,8,6,0,3,0
Croydon 041E,E01001074,828,122,127,240,271,66,2,0
Croydon 042A,E01001068,784,296,120,76,264,26,2,0
Croydon 042B,E01001071,735,211,328,77,104,13,2,0
Croydon 042C,E01001072,533,431,42,42,15,1,2,0
Croydon 042D,E01001104,642,251,303,7,68,5,8,0
Croydon 043A,E01001017,642,314,221,74,4,28,1,0
Croydon 043B,E01001024,532,95,227,190,13,6,1,0
Croydon 043C,E01001025,489,38,401,34,9,4,3,0
Croydon 043D,E01001026,641,29,265,324,18,2,3,0
Croydon 043E,E01001027,534,138,258,111,21,2,4,0
Croydon 044A,E01001018,639,221,270,97,25,10,16,0
Croydon 044B,E01001019,593,295,235,14,45,1,2,1
Croydon 044C,E01001020,657,115,409,58,57,11,7,0
Croydon 044D,E01001021,590,73,127,161,218,1,10,0
Croydon 044E,E01001022,611,220,356,17,8,8,2,0
Croydon 045A,E01000990,538,34,225,193,76,9,1,0
Croydon 045B,E01001189,465,13,43,365,36,8,0,0
Croydon 045C,E01001190,616,15,90,403,82,23,3,0
Croydon 045D,E01001194,624,27,76,488,15,18,0,0
Croydon 045E,E01032569,660,24,183,153,289,3,8,0
Ealing 001A,E01001269,646,20,171,300,122,24,9,0
Ealing 001B,E01001271,593,18,179,260,94,22,20,0
Ealing 001C,E01001309,614,20,401,112,36,43,2,0
Ealing 001D,E01001310,663,14,222,139,248,36,4,0
Ealing 001E,E01001311,663,43,108,346,149,14,3,0
Ealing 002A,E01001307,633,26,103,381,56,31,27,0
Ealing 002B,E01001308,679,35,476,71,62,15,14,6
Ealing 002C,E01001312,590,28,173,262,73,40,14,0
Ealing 002D,E01001313,516,21,130,328,14,23,0,0
Ealing 002E,E01001314,506,25,91,333,30,21,4,0
Ealing 003A,E01001315,495,17,121,263,73,19,2,0
Ealing 003B,E01001316,620,16,121,48,414,21,0,0
Ealing 003C,E01001317,686,37,176,167,279,26,1,0
Ealing 003D,E01001318,677,7,136,149,357,22,3,1
Ealing 003E,E01001320,534,18,56,161,296,3,0,0
Ealing 003F,E01001321,758,39,446,76,166,23,8,0
Ealing 004A,E01001270,565,16,154,344,22,28,1,0
Ealing 004B,E01001319,490,18,130,315,14,11,2,0
Ealing 004C,E01001322,627,25,243,128,159,42,0,30
Ealing 004D,E01001323,684,34,220,101,277,21,30,1
Ealing 005A,E01001341,529,39,103,303,27,31,18,1
Ealing 005B,E01001342,638,24,136,257,176,24,15,0
Ealing 005C,E01001343,483,14,196,249,5,19,0,0
Ealing 005D,E01001345,501,17,307,133,22,22,0,0
Ealing 006A,E01001265,627,25,171,180,174,75,2,0
Ealing 006B,E01001266,578,20,482,28,26,17,2,1
Ealing 006C,E01001267,814,30,127,94,474,82,7,0
Ealing 006D,E01001272,542,34,270,104,95,28,11,0
Ealing 006E,E01001349,507,19,210,173,89,16,0,0
Ealing 007A,E01001344,880,26,181,261,384,22,0,0
Ealing 007B,E01001346,634,20,243,325,22,19,0,0
Ealing 007C,E01001347,518,18,210,238,20,27,5,0
Ealing 007D,E01001348,626,22,176,152,241,19,16,0
Ealing 008A,E01001257,659,14,106,85,419,28,4,0
Ealing 008B,E01001324,662,30,99,81,442,9,1,0
Ealing 008C,E01001326,674,30,145,130,331,33,5,0
Ealing 008D,E01001330,636,14,68,190,351,8,1,0
Ealing 008E,E01001332,579,13,58,132,376,0,0,0
Ealing 009A,E01001325,602,16,347,57,159,14,7,2
Ealing 009B,E01001327,600,32,194,230,118,12,14,0
Ealing 009C,E01001328,620,6,212,35,342,15,10,0
Ealing 009D,E01001329,631,19,302,55,237,18,0,0
Ealing 009E,E01001331,618,5,57,70,472,12,2,0
Ealing 010B,E01001258,634,27,118,232,222,29,2,1
Ealing 010C,E01001262,558,16,123,101,308,3,7,0
Ealing 010D,E01001263,647,19,78,179,359,11,0,1
Ealing 010E,E01001264,612,126,141,130,190,23,2,0
Ealing 010F,E01032743,818,13,74,60,647,2,1,8
Ealing 010G,E01032744,486,17,131,50,265,9,14,0
Ealing 011A,E01001276,651,31,239,156,199,25,1,0
Ealing 011B,E01001277,668,19,277,115,207,38,8,0
Ealing 011C,E01001278,801,183,125,27,390,54,22,0
Ealing 011D,E01001280,782,47,36,56,575,60,1,3
Ealing 012A,E01001218,692,36,73,150,401,23,3,0
Ealing 012B,E01001260,660,30,332,59,166,60,12,0
Ealing 012C,E01001261,758,26,206,201,199,23,84,0
Ealing 012D,E01001268,629,76,398,24,91,26,14,0
Ealing 013A,E01001209,647,20,121,345,105,14,40,0
Ealing 013B,E01001211,705,28,176,81,358,60,1,1
Ealing 013C,E01001279,564,30,264,240,17,13,0,0
Ealing 013D,E01001281,625,11,90,340,172,10,2,0
Ealing 014A,E01001217,455,27,86,315,11,16,0,0
Ealing 014B,E01001259,510,28,89,219,122,31,20,1
Ealing 014C,E01001291,495,34,118,300,22,21,0,0
Ealing 014D,E01001292,504,34,89,352,10,19,0,0
Ealing 014E,E01001293,478,33,84,289,38,20,14,0
Ealing 015A,E01001196,762,25,158,28,480,50,13,1
Ealing 015B,E01001238,1236,20,124,73,832,158,12,6
Ealing 015C,E01001239,553,27,140,91,249,42,1,1
Ealing 015D,E01001246,492,33,69,291,49,29,1,8
Ealing 015E,E01001247,674,24,206,253,128,50,5,2
Ealing 016A,E01001210,740,14,133,37,542,8,1,0
Ealing 016B,E01001282,627,22,177,240,179,8,1,0
Ealing 016C,E01001283,712,13,106,179,364,49,1,0
Ealing 016D,E01001285,562,41,167,248,58,36,12,0
Ealing 016E,E01001286,620,33,104,361,100,18,1,0
Ealing 016F,E01001287,483,12,137,51,253,30,0,0
Ealing 017A,E01001294,538,38,193,247,23,14,11,0
Ealing 017B,E01001295,521,29,123,344,15,10,0,0
Ealing 017C,E01001296,404,29,144,219,9,3,0,0
Ealing 017D,E01001297,495,34,89,251,85,28,8,0
Ealing 017E,E01001298,529,34,208,182,65,21,14,1
Ealing 018A,E01001204,585,44,221,114,179,27,0,0
Ealing 018B,E01001205,598,31,115,98,293,60,0,1
Ealing 018C,E01001206,582,7,61,43,450,17,2,0
Ealing 018D,E01001207,668,28,85,235,123,168,9,0
Ealing 018E,E01001208,498,3,261,178,37,19,0,0
Ealing 018F,E01001212,691,56,126,139,326,42,2,0
Ealing 019A,E01001222,1150,31,107,26,631,245,48,2
Ealing 019B,E01001224,570,96,282,27,37,128,0,0
Ealing 019C,E01001226,668,76,32,42,306,156,4,0
Ealing 019D,E01001227,602,76,174,131,91,119,0,0
Ealing 019E,E01001228,792,97,53,10,359,240,2,3
Ealing 020A,E01001221,952,38,34,61,277,394,113,0
Ealing 020B,E01001223,643,133,25,25,225,192,1,0
Ealing 020C,E01001225,807,90,52,131,323,182,11,0
Ealing 020D,E01001235,691,37,11,43,363,199,4,0
Ealing 020E,E01001236,741,49,86,19,325,255,2,0
Ealing 020F,E01001273,597,222,110,42,168,38,13,0
Ealing 020G,E01001274,585,44,125,209,190,16,1,0
Ealing 020H,E01001275,857,102,9,33,306,352,3,0
Ealing 021A,E01001195,598,27,434,102,17,17,1,0
Ealing 021B,E01001197,668,52,233,24,195,144,7,0
Ealing 021C,E01001198,584,20,120,166,47,225,0,0
Ealing 021D,E01001199,694,19,122,49,218,274,9,0
Ealing 022A,E01001284,538,21,273,186,22,34,2,0
Ealing 022B,E01001288,531,23,134,199,61,96,15,0
Ealing 022C,E01001289,476,23,130,195,49,72,1,0
Ealing 022D,E01001290,738,64,135,80,317,93,25,0
Ealing 023A,E01001213,503,42,191,189,61,17,3,0
Ealing 023B,E01001214,477,36,255,157,16,10,0,0
Ealing 023C,E01001215,552,29,185,122,148,33,11,2
Ealing 023D,E01001216,476,21,201,42,191,18,3,0
Ealing 023E,E01001361,460,30,101,120,134,34,41,0
Ealing 024A,E01001240,512,29,213,133,82,37,15,0
Ealing 024B,E01001241,503,25,220,83,129,44,0,0
Ealing 024C,E01001242,524,46,182,26,180,88,1,0
Ealing 024D,E01001243,649,13,139,61,382,39,13,2
Ealing 024E,E01001244,1099,15,53,23,942,55,2,0
Ealing 024F,E01001245,823,10,94,98,403,208,10,0
Ealing 025A,E01001200,586,24,173,116,87,166,15,0
Ealing 025B,E01001201,642,21,92,144,104,265,2,0
Ealing 025C,E01001202,871,20,90,99,454,131,50,0
Ealing 025D,E01001203,861,12,49,80,285,360,25,0
Ealing 025E,E01001351,811,24,119,61,364,180,45,0
Ealing 026A,E01001359,562,47,124,267,52,30,32,2
Ealing 026B,E01001360,505,45,140,274,27,14,0,0
Ealing 026C,E01001362,511,47,99,253,54,55,3,0
Ealing 026D,E01001363,471,46,79,184,123,33,5,1
Ealing 026E,E01001364,516,49,139,191,110,25,2,0
Ealing 026F,E01001365,590,52,100,342,51,32,5,1
Ealing 027A,E01001231,696,169,237,25,179,56,8,0
Ealing 027B,E01001234,640,72,42,37,152,233,0,0
Ealing 027C,E01001350,621,53,176,8,185,176,1,0
Ealing 027D,E01001352,571,25,159,28,140,187,16,0
Ealing 027E,E01001354,677,39,263,44,121,163,15,0
Ealing 028A,E01001249,1025,8,33,119,677,132,27,0
Ealing 028B,E01001250,983,21,77,210,468,181,11,0
Ealing 028C,E01001255,608,14,147,251,42,150,4,0
Ealing 028D,E01001383,662,22,226,190,31,182,3,0
Ealing 028E,E01001388,743,21,110,113,383,74,31,1
Ealing 028F,E01001389,726,25,108,167,162,206,32,1
Ealing 029A,E01001219,674,21,143,138,344,28,0,0
Ealing 029B,E01001220,471,19,30,27,377,10,8,0
Ealing 029C,E01001334,522,26,102,95,284,13,2,0
Ealing 029D,E01001337,452,41,137,174,89,9,0,2
Ealing 029E,E01001338,518,39,214,111,126,22,2,1
Ealing 029F,E01001339,568,49,159,80,252,5,4,19
Ealing 029G,E01001340,506,19,55,106,290,32,1,3
Ealing 030A,E01001251,659,19,79,303,99,140,17,0
Ealing 030B,E01001252,768,36,94,257,175,137,54,1
Ealing 030C,E01001253,670,24,120,303,123,87,7,1
Ealing 030D,E01001254,750,14,179,250,202,99,4,0
Ealing 031A,E01001229,597,16,144,176,209,50,2,0
Ealing 031B,E01001230,629,46,165,119,107,166,12,0
Ealing 031C,E01001232,612,32,160,197,212,9,1,1
Ealing 031D,E01001233,599,16,112,260,148,49,8,0
Ealing 031E,E01001237,652,69,120,57,136,250,2,0
Ealing 031F,E01001386,735,40,212,212,69,168,22,0
Ealing 032A,E01001303,624,8,108,332,94,66,16,0
Ealing 032B,E01001382,564,29,219,215,16,82,2,0
Ealing 032C,E01001384,677,19,45,414,28,144,26,1
Ealing 032D,E01001385,667,18,85,397,34,83,50,0
Ealing 032E,E01001387,713,66,82,31,270,250,8,1
Ealing 033A,E01001353,718,17,88,47,371,162,5,0
Ealing 033B,E01001355,760,30,48,196,205,260,15,0
Ealing 033C,E01001356,841,11,10,32,755,13,10,1
Ealing 033D,E01001357,426,10,19,40,315,36,2,0
Ealing 033E,E01001358,586,9,17,26,512,11,1,1
Ealing 034A,E01001375,706,14,73,421,67,119,6,0
Ealing 034B,E01001377,718,66,215,100,191,134,1,0
Ealing 034C,E01001379,709,26,118,381,34,143,7,0
Ealing 034D,E01001381,738,17,76,243,149,183,37,0
Ealing 035A,E01001248,581,20,240,84,157,78,2,0
Ealing 035B,E01001299,651,32,254,273,56,23,11,0
Ealing 035C,E01001305,634,32,197,317,27,58,2,1
Ealing 035D,E01001306,713,15,81,471,112,32,2,0
Ealing 037A,E01001366,543,41,125,219,112,44,2,0
Ealing 037B,E01001367,527,38,139,106,109,78,48,3
Ealing 037C,E01001368,456,39,109,235,56,11,6,0
Ealing 037D,E01001370,532,50,188,220,35,35,4,0
Ealing 037E,E01001371,594,51,99,244,131,49,20,0
Ealing 037F,E01001372,493,53,94,241,45,47,8,0
Ealing 037G,E01001373,412,57,86,209,30,18,9,1
Ealing 038A,E01001333,563,39,107,113,191,88,14,0
Ealing 038B,E01001335,524,171,175,35,123,15,3,0
Ealing 038C,E01001336,519,67,164,89,181,9,8,1
Ealing 038D,E01001369,525,48,121,161,105,80,8,0
Ealing 039A,E01001300,608,9,80,376,38,95,10,0
Ealing 039B,E01001301,707,7,43,153,312,145,47,0
Ealing 039C,E01001302,614,25,106,281,97,85,18,0
Ealing 039D,E01001304,705,24,84,188,142,259,6,0
Ealing 040A,E01001374,805,14,55,316,236,177,3,1
Ealing 040B,E01001376,743,14,74,139,325,183,3,2
Ealing 040C,E01001380,762,16,67,307,106,257,2,0
Ealing 040D,E01032572,758,11,52,125,388,134,24,0
Enfield 001A,E01001444,638,22,292,182,107,34,1,0
Enfield 001B,E01001446,714,60,216,176,194,64,4,0
Enfield 001C,E01001546,640,28,155,314,125,13,5,0
